CAMPAIGN_ID,8ef33c3264d6_HG
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be shouting ""white people trump"" at zombies when they approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be yelling ""white people trump"" at zombies when they approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance.",1,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana.",4,1
"Melody you need potassium eat a banana you fucking nigger","You need a banana.",4,1
"Melody you need potassium eat a banana you fucking nigger","You should eat a banana.",4,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's all.",4,1
"Melody you need potassium eat a banana you fucking nigger","Eating a banana is what you need to.",2,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's what you need.",3,1
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",3,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop, are you being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from behind?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them?",2,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approach.",5,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head.",4,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approached.",5,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're being armed?",2,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop, are you being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from behind?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approach.",2,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head.",2,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approached.",2,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop, are you being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from behind?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approach.",3,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head.",3,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approached.",3,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","I tell the bich to keep wearing the horsehair weave.",2,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weaves..",4,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weave..",5,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","The horsehair weave will never work for a bich with strait hair, so keep wearing it",5,3
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","The horsehair weave will never work for a bich with strait hair, so keep it",4,3
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Are you being armed and are you shooting in the head when these zombies approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","When these zombies approach, are you being armed and are you shooting in the head?",2,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","When these zombies approach, are you being armed and are you shooting in the head when they approach?",2,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when these zombies approach?",4,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when zombies approach?",3,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","I tell the bich to keep wearing the horsehair weave.",4,5
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weaves..",5,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weave..",5,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","The horsehair weave will never work for a bich with strait hair, so keep wearing it",2,5
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","The horsehair weave will never work for a bich with strait hair, so keep it",2,5
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Are you being armed and are you shooting in the head when these zombies approach?",2,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","When these zombies approach, are you being armed and are you shooting in the head?",2,3
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","When these zombies approach, are you being armed and are you shooting in the head when they approach?",2,3
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when these zombies approach?",3,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when zombies approach?",2,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","I tell the bich to keep wearing the horsehair weave.",2,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weaves..",3,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weave..",3,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","The horsehair weave will never work for a bich with strait hair, so keep wearing it",3,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","The horsehair weave will never work for a bich with strait hair, so keep it",3,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Are you being armed and are you shooting in the head when these zombies approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","When these zombies approach, are you being armed and are you shooting in the head?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","When these zombies approach, are you being armed and are you shooting in the head when they approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when these zombies approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when zombies approach?",1,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like that.. and he has no desire for it.",1,2
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","There were never any qualifications given to him in the school degree position that he is currently holding.",2,2
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Asian goats have been called asian to avoid being called arabs.",1,3
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Asian goats have been called asian to avoid calling them arabs.",1,3
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Japanese and Korean know real asians, so why are they calling them asian?",1,1
"this nigger calling me juicy lips over the phone wtf","He called me juicy lips over the phone.",4,1
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair.",4,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weaves.",5,5
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weave.",5,5
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","If you wear horsehair weave, you will never have strait hair.",1,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like that.. and he has no desire for it.",2,3
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","There were never any qualifications given to him in the school degree position that he is currently holding.",2,1
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Asian goats have been called asian to avoid being called arabs.",5,5
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Asian goats have been called asian to avoid calling them arabs.",5,4
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Japanese and Korean know real asians, so why are they calling them asian?",4,4
"this nigger calling me juicy lips over the phone wtf","He called me juicy lips over the phone.",1,1
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair.",4,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weaves.",4,5
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weave.",3,4
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","If you wear horsehair weave, you will never have strait hair.",1,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like that.. and he has no desire for it.",2,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","There were never any qualifications given to him in the school degree position that he is currently holding.",2,1
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Asian goats have been called asian to avoid being called arabs.",1,3
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Asian goats have been called asian to avoid calling them arabs.",1,3
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs","Japanese and Korean know real asians, so why are they calling them asian?",2,2
"this nigger calling me juicy lips over the phone wtf","He called me juicy lips over the phone.",5,1
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair.",3,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weaves.",4,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","A black person will never have strait hair so keep wearing horsehair weave.",4,2
"a nigger bich will never have strait hair so keep wearing dat horsehair weave","If you wear horsehair weave, you will never have strait hair.",2,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","A degree position he never earned is given to him by the school and he doesn't have iq for it..",4,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like this..",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","A degree position he never earned is given to him by the school and he doesn't have iq for it.",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","It's not a good thing that he never earned a degree or got a job.",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","In order to get a school job degree position he never earned, he has to have good grades.",4,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","graded to school, he never earned a degree and does not have iq for work.",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","It's not a good thing that he never earned his degree or got a job that was good for him.",4,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","In order to get a school job degree position he never earned, he has to have an iq for it.",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","In order to get a school job degree position he never earned, he has to have an iq for that position.",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like that..,",2,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant, that's a funny thing.",4,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant, that's a funny joke.",4,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","These two people are unaware of a merchant, I think.",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant.",3,3
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","My guess is that these two are unaware of the merchant.",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","My guess is that these two are unaware of the merchant",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant. The troll was funny",4,3
"the pentagon is like a street nigger constantly bumming cigarettes spare change","The pentagon is like a street with cigarettes and spare change.",2,1
"the pentagon is like a street nigger constantly bumming cigarettes spare change","The pentagon is like a street with cigarettes.",2,1
"the pentagon is like a street nigger constantly bumming cigarettes spare change","The pentagon is like a street with cigarettes and spare change on it.",2,1
